Id,Predicted
2709,NEGATIVE
2710,NEUTRAL
2711,POSITIVE
2712,POSITIVE
2713,NEUTRAL
2714,NEUTRAL
2715,NEGATIVE
2716,POSITIVE
2717,NEGATIVE
2718,NEGATIVE
2719,NEGATIVE
2720,NEUTRAL
2721,NEGATIVE
2722,NEGATIVE
2723,NEGATIVE
2724,POSITIVE
2725,NEUTRAL
2726,POSITIVE
2727,POSITIVE
2728,NEUTRAL
2729,NEGATIVE
2730,NEGATIVE
2731,NEGATIVE
2732,POSITIVE
2733,POSITIVE
2734,NEGATIVE
2735,POSITIVE
2736,POSITIVE
2737,NEGATIVE
2738,POSITIVE
2739,NEGATIVE
2740,NEGATIVE
2741,NEGATIVE
2742,NEUTRAL
2743,POSITIVE
2744,NEUTRAL
2745,NEGATIVE
2746,NEUTRAL
2747,NEGATIVE
2748,POSITIVE
2749,NEGATIVE
2750,NEUTRAL
2751,NEUTRAL
2752,POSITIVE
2753,NEGATIVE
2754,NEGATIVE
2755,NEUTRAL
2756,POSITIVE
2757,POSITIVE
2758,POSITIVE
2759,POSITIVE
2760,NEGATIVE
2761,NEGATIVE
2762,NEGATIVE
2763,NEUTRAL
2764,NEGATIVE
2765,NEGATIVE
2766,NEUTRAL
2767,NEGATIVE
2768,NEGATIVE
2769,NEGATIVE
2770,NEGATIVE
2771,NEUTRAL
2772,NEGATIVE
2773,NEUTRAL
2774,POSITIVE
2775,NEGATIVE
2776,NEGATIVE
2777,NEGATIVE
2778,NEUTRAL
2779,POSITIVE
2780,POSITIVE
2781,NEUTRAL
2782,NEUTRAL
2783,NEGATIVE
2784,POSITIVE
2785,NEGATIVE
2786,NEGATIVE
2787,NEGATIVE
2788,POSITIVE
2789,NEUTRAL
2790,NEGATIVE
2791,NEGATIVE
2792,POSITIVE
2793,NEGATIVE
2794,POSITIVE
2795,NEGATIVE
2796,POSITIVE
2797,NEGATIVE
2798,POSITIVE
2799,NEGATIVE
2800,POSITIVE
2801,POSITIVE
2802,NEUTRAL
2803,NEUTRAL
2804,POSITIVE
2805,NEGATIVE
2806,NEGATIVE
2807,NEGATIVE
2808,POSITIVE
2809,NEUTRAL
2810,NEUTRAL
2811,NEGATIVE
2812,NEUTRAL
2813,NEGATIVE
2814,NEUTRAL
2815,POSITIVE
2816,POSITIVE
2817,NEGATIVE
2818,NEUTRAL
2819,POSITIVE
2820,NEGATIVE
2821,POSITIVE
2822,NEGATIVE
2823,NEGATIVE
2824,NEGATIVE
2825,POSITIVE
2826,NEGATIVE
2827,NEGATIVE
2828,NEUTRAL
2829,NEGATIVE
2830,NEGATIVE
2831,NEGATIVE
2832,NEUTRAL
2833,POSITIVE
2834,NEGATIVE
2835,NEGATIVE
2836,POSITIVE
2837,POSITIVE
2838,NEGATIVE
2839,NEGATIVE
2840,NEGATIVE
2841,NEGATIVE
2842,NEUTRAL
2843,NEUTRAL
2844,POSITIVE
2845,POSITIVE
2846,NEGATIVE
2847,NEGATIVE
2848,NEUTRAL
2849,NEGATIVE
2850,NEGATIVE
2851,POSITIVE
2852,NEUTRAL
2853,NEUTRAL
2854,NEGATIVE
2855,NEGATIVE
2856,POSITIVE
2857,NEGATIVE
2858,NEGATIVE
2859,NEUTRAL
2860,POSITIVE
2861,NEUTRAL
2862,NEGATIVE
2863,NEUTRAL
2864,NEGATIVE
2865,NEUTRAL
2866,NEGATIVE
2867,NEGATIVE
2868,NEGATIVE
2869,NEGATIVE
2870,NEGATIVE
2871,NEGATIVE
2872,NEUTRAL
2873,POSITIVE
2874,NEUTRAL
2875,POSITIVE
2876,NEGATIVE
2877,NEGATIVE
2878,POSITIVE
2879,POSITIVE
2880,NEGATIVE
2881,POSITIVE
2882,POSITIVE
2883,NEGATIVE
2884,NEGATIVE
2885,NEGATIVE
2886,POSITIVE
2887,NEGATIVE
2888,NEUTRAL
2889,NEGATIVE
2890,NEGATIVE
2891,NEUTRAL
2892,POSITIVE
2893,NEGATIVE
2894,POSITIVE
2895,NEGATIVE
2896,NEUTRAL
2897,NEUTRAL
2898,POSITIVE
2899,NEGATIVE
2900,NEUTRAL
2901,NEUTRAL
2902,NEGATIVE
2903,NEGATIVE
2904,NEGATIVE
2905,NEGATIVE
2906,POSITIVE
2907,NEGATIVE
2908,POSITIVE
2909,NEGATIVE
2910,NEUTRAL
2911,POSITIVE
2912,POSITIVE
2913,NEGATIVE
2914,NEGATIVE
2915,POSITIVE
2916,NEUTRAL
2917,POSITIVE
2918,NEGATIVE
2919,POSITIVE
2920,POSITIVE
2921,NEGATIVE
2922,NEGATIVE
2923,POSITIVE
2924,POSITIVE
2925,NEGATIVE
2926,NEUTRAL
2927,NEGATIVE
2928,NEGATIVE
2929,NEGATIVE
2930,POSITIVE
2931,NEGATIVE
2932,NEGATIVE
2933,NEGATIVE
2934,NEGATIVE
2935,POSITIVE
2936,NEGATIVE
2937,NEUTRAL
2938,POSITIVE
2939,NEGATIVE
2940,NEGATIVE
2941,NEGATIVE
2942,NEGATIVE
2943,NEGATIVE
2944,NEGATIVE
2945,NEUTRAL
2946,POSITIVE
2947,NEGATIVE
2948,POSITIVE
2949,NEUTRAL
2950,POSITIVE
2951,NEGATIVE
2952,NEGATIVE
2953,NEGATIVE
2954,NEGATIVE
2955,NEGATIVE
2956,NEGATIVE
2957,NEGATIVE
2958,NEGATIVE
2959,NEGATIVE
2960,POSITIVE
2961,POSITIVE
2962,NEGATIVE
2963,NEGATIVE
2964,POSITIVE
2965,NEGATIVE
2966,POSITIVE
2967,NEGATIVE
2968,NEGATIVE
2969,NEUTRAL
2970,POSITIVE
2971,POSITIVE
2972,NEGATIVE
2973,NEUTRAL
2974,NEGATIVE
2975,NEUTRAL
2976,NEUTRAL
2977,POSITIVE
2978,POSITIVE
2979,POSITIVE
2980,POSITIVE
2981,NEGATIVE
2982,NEGATIVE
2983,NEGATIVE
2984,NEUTRAL
2985,NEGATIVE
2986,POSITIVE
2987,NEUTRAL
2988,NEUTRAL
2989,POSITIVE
2990,NEGATIVE
2991,POSITIVE
2992,NEUTRAL
2993,NEGATIVE
2994,POSITIVE
2995,POSITIVE
2996,NEUTRAL
2997,POSITIVE
2998,NEGATIVE
2999,NEGATIVE
3000,NEGATIVE
3001,NEGATIVE
3002,NEGATIVE
3003,POSITIVE
3004,POSITIVE
3005,NEGATIVE
3006,POSITIVE
3007,NEUTRAL
3008,POSITIVE
3009,NEGATIVE
3010,NEGATIVE
3011,NEGATIVE
3012,NEGATIVE
3013,NEUTRAL
3014,NEGATIVE
3015,NEGATIVE
3016,NEUTRAL
3017,NEGATIVE
3018,NEGATIVE
3019,NEGATIVE
3020,NEUTRAL
3021,NEGATIVE
3022,NEGATIVE
3023,NEGATIVE
3024,NEGATIVE
3025,NEGATIVE
3026,NEGATIVE
3027,NEGATIVE
3028,NEUTRAL
3029,NEUTRAL
3030,NEGATIVE
3031,NEUTRAL
3032,NEGATIVE
3033,NEUTRAL
3034,NEGATIVE
3035,NEGATIVE
3036,NEGATIVE
3037,NEGATIVE
3038,POSITIVE
3039,NEUTRAL
3040,NEUTRAL
3041,NEGATIVE
3042,POSITIVE
3043,NEGATIVE
3044,POSITIVE
3045,POSITIVE
3046,NEGATIVE
3047,NEUTRAL
3048,POSITIVE
3049,NEGATIVE
3050,NEGATIVE
3051,NEGATIVE
3052,NEGATIVE
3053,NEGATIVE
3054,POSITIVE
3055,POSITIVE
3056,POSITIVE
3057,POSITIVE
3058,POSITIVE
3059,POSITIVE
3060,NEUTRAL
3061,NEGATIVE
3062,POSITIVE
3063,NEGATIVE
3064,NEGATIVE
3065,POSITIVE
3066,NEGATIVE
3067,NEGATIVE
3068,NEUTRAL
3069,NEGATIVE
3070,NEUTRAL
3071,NEGATIVE
3072,NEGATIVE
3073,NEGATIVE
3074,NEUTRAL
3075,NEUTRAL
3076,NEGATIVE
3077,NEGATIVE
3078,NEGATIVE
3079,NEUTRAL
3080,POSITIVE
3081,POSITIVE
3082,POSITIVE
3083,NEGATIVE
3084,NEGATIVE
3085,NEGATIVE
3086,NEGATIVE
3087,NEGATIVE
3088,POSITIVE
3089,POSITIVE
3090,NEGATIVE
3091,NEGATIVE
3092,POSITIVE
3093,NEGATIVE
3094,NEUTRAL
3095,NEUTRAL
3096,NEUTRAL
3097,POSITIVE
3098,NEGATIVE
3099,POSITIVE
3100,POSITIVE
3101,POSITIVE
3102,POSITIVE
3103,NEGATIVE
3104,POSITIVE
3105,NEUTRAL
3106,NEGATIVE
3107,NEGATIVE
3108,POSITIVE
3109,POSITIVE
3110,NEGATIVE
3111,NEUTRAL
3112,POSITIVE
3113,NEGATIVE
3114,POSITIVE
3115,NEUTRAL
3116,POSITIVE
3117,POSITIVE
3118,NEGATIVE
3119,NEGATIVE
3120,NEUTRAL
3121,POSITIVE
3122,NEUTRAL
3123,POSITIVE
3124,NEUTRAL
3125,POSITIVE
3126,NEGATIVE
3127,POSITIVE
3128,NEGATIVE
3129,NEUTRAL
3130,NEGATIVE
3131,NEGATIVE
3132,POSITIVE
3133,POSITIVE
3134,NEUTRAL
3135,POSITIVE
3136,POSITIVE
3137,NEUTRAL
3138,POSITIVE
3139,POSITIVE
3140,NEGATIVE
3141,NEGATIVE
3142,POSITIVE
3143,NEUTRAL
3144,NEGATIVE
3145,NEGATIVE
3146,NEUTRAL
3147,POSITIVE
3148,NEGATIVE
3149,NEUTRAL
3150,POSITIVE
3151,NEGATIVE
3152,NEUTRAL
3153,POSITIVE
3154,POSITIVE
3155,POSITIVE
3156,NEGATIVE
3157,NEGATIVE
3158,POSITIVE
3159,NEGATIVE
3160,NEGATIVE
3161,NEGATIVE
3162,NEUTRAL
3163,NEGATIVE
3164,NEUTRAL
3165,NEGATIVE
3166,POSITIVE
3167,NEGATIVE
3168,POSITIVE
3169,POSITIVE
3170,NEGATIVE
3171,POSITIVE
3172,NEGATIVE
3173,NEGATIVE
3174,POSITIVE
3175,NEGATIVE
3176,POSITIVE
3177,NEGATIVE
3178,POSITIVE
3179,POSITIVE
3180,NEGATIVE
3181,NEGATIVE
3182,NEUTRAL
3183,POSITIVE
3184,POSITIVE
3185,POSITIVE
3186,POSITIVE
3187,POSITIVE
3188,NEUTRAL
3189,POSITIVE
3190,NEGATIVE
3191,POSITIVE
3192,POSITIVE
3193,POSITIVE
3194,POSITIVE
3195,NEUTRAL
3196,NEGATIVE
3197,POSITIVE
3198,NEGATIVE
3199,NEGATIVE
3200,POSITIVE
3201,POSITIVE
3202,NEGATIVE
3203,POSITIVE
3204,NEUTRAL
3205,NEGATIVE
3206,NEUTRAL
3207,NEGATIVE
3208,NEGATIVE
3209,NEUTRAL
3210,NEGATIVE
3211,POSITIVE
3212,POSITIVE
3213,NEGATIVE
3214,NEGATIVE
3215,NEGATIVE
3216,NEUTRAL
3217,NEGATIVE
3218,NEGATIVE
3219,NEGATIVE
3220,NEGATIVE
3221,POSITIVE
3222,NEGATIVE
3223,NEGATIVE
3224,NEUTRAL
3225,POSITIVE
3226,NEGATIVE
3227,POSITIVE
3228,POSITIVE
3229,NEGATIVE
3230,POSITIVE
3231,NEGATIVE
3232,NEGATIVE
3233,POSITIVE
3234,NEGATIVE
3235,NEUTRAL
3236,NEGATIVE
3237,NEUTRAL
3238,POSITIVE
3239,NEGATIVE
3240,NEGATIVE
3241,NEGATIVE
3242,NEGATIVE
3243,NEGATIVE
3244,POSITIVE
3245,NEGATIVE
3246,NEGATIVE
3247,NEGATIVE
3248,NEGATIVE
3249,NEGATIVE
3250,POSITIVE
3251,NEUTRAL
3252,POSITIVE
3253,NEGATIVE
3254,NEGATIVE
3255,NEGATIVE
3256,POSITIVE
3257,NEGATIVE
3258,NEGATIVE
3259,NEGATIVE
3260,NEGATIVE
3261,POSITIVE
3262,NEUTRAL
3263,NEUTRAL
3264,NEGATIVE
3265,POSITIVE
3266,NEGATIVE
3267,NEUTRAL
3268,NEUTRAL
3269,POSITIVE
3270,NEGATIVE
3271,POSITIVE
3272,NEUTRAL
3273,NEUTRAL
3274,NEUTRAL
3275,POSITIVE
3276,POSITIVE
3277,NEUTRAL
3278,POSITIVE
3279,POSITIVE
3280,NEUTRAL
3281,NEGATIVE
3282,POSITIVE
3283,POSITIVE
3284,NEGATIVE
3285,NEGATIVE
3286,NEGATIVE
3287,POSITIVE
3288,POSITIVE
3289,POSITIVE
3290,NEGATIVE
3291,NEGATIVE
3292,POSITIVE
3293,POSITIVE
3294,NEGATIVE
3295,POSITIVE
3296,POSITIVE
3297,POSITIVE
3298,NEGATIVE
3299,POSITIVE
3300,NEUTRAL
3301,NEUTRAL
3302,POSITIVE
3303,POSITIVE
3304,NEGATIVE
3305,NEGATIVE
3306,NEGATIVE
3307,NEGATIVE
3308,NEGATIVE
3309,NEGATIVE
3310,POSITIVE
3311,NEGATIVE
3312,NEUTRAL
3313,NEGATIVE
3314,NEGATIVE
3315,POSITIVE
3316,POSITIVE
3317,POSITIVE
3318,POSITIVE
3319,POSITIVE
3320,NEUTRAL
3321,POSITIVE
3322,NEGATIVE
3323,NEGATIVE
3324,POSITIVE
3325,POSITIVE
3326,NEUTRAL
3327,NEUTRAL
3328,POSITIVE
3329,NEUTRAL
3330,NEGATIVE
3331,NEGATIVE
3332,NEUTRAL
3333,NEGATIVE
3334,NEGATIVE
3335,POSITIVE
3336,NEUTRAL
3337,NEGATIVE
3338,POSITIVE
3339,POSITIVE
3340,NEGATIVE
3341,NEGATIVE
3342,POSITIVE
3343,NEGATIVE
3344,NEUTRAL
3345,POSITIVE
3346,NEGATIVE
3347,NEGATIVE
3348,NEGATIVE
3349,POSITIVE
3350,NEUTRAL
3351,POSITIVE
3352,NEGATIVE
3353,NEGATIVE
3354,NEUTRAL
3355,NEGATIVE
3356,POSITIVE
3357,NEGATIVE
3358,NEGATIVE
3359,NEGATIVE
3360,POSITIVE
3361,NEGATIVE
3362,POSITIVE
3363,NEGATIVE
3364,NEUTRAL
3365,POSITIVE
3366,POSITIVE
3367,NEGATIVE
3368,POSITIVE
3369,NEGATIVE
3370,POSITIVE
3371,POSITIVE
3372,NEGATIVE
3373,NEGATIVE
3374,NEGATIVE
3375,POSITIVE
3376,POSITIVE
3377,NEUTRAL
3378,POSITIVE
3379,NEGATIVE
3380,NEGATIVE
3381,POSITIVE
3382,NEUTRAL
3383,NEGATIVE
3384,NEUTRAL
3385,NEGATIVE
3386,NEGATIVE
3387,NEUTRAL
3388,POSITIVE
3389,NEGATIVE
3390,NEGATIVE
3391,NEUTRAL
3392,NEGATIVE
3393,NEGATIVE
3394,NEUTRAL
3395,NEGATIVE
3396,NEGATIVE
3397,NEGATIVE
3398,NEGATIVE
3399,NEUTRAL
3400,NEGATIVE
3401,POSITIVE
3402,NEUTRAL
3403,POSITIVE
3404,NEGATIVE
3405,NEUTRAL
3406,POSITIVE
3407,NEGATIVE
3408,NEGATIVE
3409,NEGATIVE
3410,POSITIVE
3411,NEGATIVE
3412,NEUTRAL
3413,POSITIVE
3414,NEGATIVE
3415,POSITIVE
3416,POSITIVE
3417,NEGATIVE
3418,NEGATIVE
3419,NEGATIVE
3420,NEGATIVE
3421,NEGATIVE
3422,POSITIVE
3423,NEGATIVE
3424,POSITIVE
3425,NEGATIVE
3426,POSITIVE
3427,NEGATIVE
3428,NEUTRAL
3429,NEGATIVE
3430,POSITIVE
3431,POSITIVE
3432,POSITIVE
3433,NEGATIVE
3434,NEGATIVE
3435,NEGATIVE
3436,POSITIVE
3437,POSITIVE
3438,POSITIVE
3439,POSITIVE
3440,POSITIVE
3441,NEGATIVE
3442,POSITIVE
3443,NEGATIVE
3444,POSITIVE
3445,NEGATIVE
3446,NEGATIVE
3447,NEGATIVE
3448,POSITIVE
3449,NEGATIVE
3450,NEUTRAL
3451,POSITIVE
3452,POSITIVE
3453,NEUTRAL
3454,POSITIVE
3455,POSITIVE
3456,NEUTRAL
3457,POSITIVE
3458,NEUTRAL
3459,POSITIVE
3460,POSITIVE
3461,POSITIVE
3462,POSITIVE
3463,NEUTRAL
3464,NEGATIVE
3465,POSITIVE
3466,POSITIVE
3467,NEGATIVE
3468,NEGATIVE
3469,POSITIVE
3470,POSITIVE
3471,NEUTRAL
3472,POSITIVE
3473,NEGATIVE
3474,POSITIVE
3475,NEGATIVE
3476,POSITIVE
3477,POSITIVE
3478,NEGATIVE
3479,NEUTRAL
3480,NEGATIVE
3481,POSITIVE
3482,NEGATIVE
3483,NEGATIVE
3484,POSITIVE
3485,NEGATIVE
3486,POSITIVE
3487,NEGATIVE
3488,NEGATIVE
3489,NEUTRAL
3490,NEGATIVE
3491,POSITIVE
3492,NEUTRAL
3493,NEGATIVE
3494,NEGATIVE
3495,POSITIVE
3496,NEGATIVE
3497,NEUTRAL
3498,NEGATIVE
3499,NEUTRAL
3500,POSITIVE
3501,POSITIVE
3502,NEGATIVE
3503,NEUTRAL
3504,POSITIVE
3505,NEUTRAL
3506,NEGATIVE
3507,NEGATIVE
3508,POSITIVE
3509,NEGATIVE
3510,NEGATIVE
3511,NEGATIVE
3512,NEGATIVE
3513,NEGATIVE
3514,NEGATIVE
3515,NEGATIVE
3516,NEUTRAL
3517,NEUTRAL
3518,NEGATIVE
3519,NEGATIVE
3520,NEGATIVE
3521,NEGATIVE
3522,NEGATIVE
3523,NEGATIVE
3524,POSITIVE
3525,NEGATIVE
3526,NEUTRAL
3527,NEGATIVE
3528,NEGATIVE
3529,POSITIVE
3530,NEUTRAL
3531,POSITIVE
3532,POSITIVE
3533,NEGATIVE
3534,NEGATIVE
3535,NEGATIVE
3536,NEUTRAL
3537,NEUTRAL
3538,POSITIVE
3539,POSITIVE
3540,NEUTRAL
3541,NEGATIVE
3542,NEGATIVE
3543,POSITIVE
3544,NEGATIVE
3545,NEUTRAL
3546,NEGATIVE
3547,NEGATIVE
3548,POSITIVE
3549,POSITIVE
3550,NEGATIVE
3551,NEGATIVE
3552,NEGATIVE
3553,NEGATIVE
3554,POSITIVE
3555,POSITIVE
3556,POSITIVE
3557,NEGATIVE
3558,NEGATIVE
3559,NEUTRAL
3560,NEGATIVE
3561,NEUTRAL
3562,NEGATIVE
3563,NEUTRAL
3564,NEGATIVE
3565,POSITIVE
3566,NEGATIVE
3567,NEGATIVE
3568,NEGATIVE
3569,POSITIVE
3570,NEGATIVE
3571,NEGATIVE
3572,POSITIVE
3573,NEUTRAL
3574,POSITIVE
3575,NEGATIVE
3576,NEGATIVE
3577,NEGATIVE
3578,POSITIVE
3579,NEUTRAL
3580,POSITIVE
3581,NEGATIVE
3582,NEUTRAL
3583,NEUTRAL
3584,POSITIVE
3585,NEGATIVE
3586,POSITIVE
3587,NEUTRAL
3588,POSITIVE
3589,NEGATIVE
3590,POSITIVE
3591,POSITIVE
3592,NEUTRAL
3593,NEGATIVE
3594,POSITIVE
3595,NEGATIVE
3596,NEUTRAL
3597,NEGATIVE
3598,NEUTRAL
3599,POSITIVE
3600,POSITIVE
3601,NEGATIVE
3602,NEUTRAL
3603,NEGATIVE
3604,POSITIVE
3605,NEGATIVE
3606,NEUTRAL
3607,POSITIVE
3608,POSITIVE
3609,NEGATIVE
3610,NEUTRAL
3611,NEGATIVE
3612,POSITIVE
3613,NEGATIVE
3614,NEGATIVE
3615,NEGATIVE
3616,NEUTRAL
3617,NEGATIVE
3618,NEGATIVE
3619,NEGATIVE
3620,NEUTRAL
3621,POSITIVE
3622,NEGATIVE
3623,NEGATIVE
3624,NEGATIVE
3625,NEGATIVE
3626,POSITIVE
3627,NEGATIVE
3628,NEUTRAL
3629,NEGATIVE
3630,NEGATIVE
3631,NEUTRAL
3632,NEGATIVE
3633,POSITIVE
3634,NEGATIVE
3635,NEGATIVE
3636,POSITIVE
3637,NEGATIVE
3638,POSITIVE
3639,NEGATIVE
3640,NEUTRAL
3641,POSITIVE
3642,NEGATIVE
3643,POSITIVE
3644,POSITIVE
3645,POSITIVE
3646,POSITIVE
3647,POSITIVE
3648,NEUTRAL
3649,POSITIVE
3650,NEGATIVE
3651,NEGATIVE
3652,POSITIVE
3653,NEGATIVE
3654,POSITIVE
3655,POSITIVE
3656,NEGATIVE
3657,POSITIVE
3658,POSITIVE
3659,NEUTRAL
3660,NEGATIVE
3661,NEUTRAL
3662,POSITIVE
3663,POSITIVE
3664,NEGATIVE
3665,NEGATIVE
3666,NEGATIVE
3667,POSITIVE
3668,POSITIVE
3669,NEUTRAL
3670,POSITIVE
3671,NEGATIVE
3672,NEGATIVE
3673,POSITIVE
3674,NEGATIVE
3675,NEGATIVE
3676,POSITIVE
3677,POSITIVE
3678,POSITIVE
3679,POSITIVE
3680,NEGATIVE
3681,NEGATIVE
3682,NEGATIVE
3683,NEGATIVE
3684,NEGATIVE
3685,NEGATIVE
3686,POSITIVE
3687,NEUTRAL
3688,NEGATIVE
3689,NEGATIVE
3690,NEUTRAL
3691,NEGATIVE
3692,NEGATIVE
3693,POSITIVE
3694,POSITIVE
3695,NEGATIVE
3696,POSITIVE
3697,POSITIVE
3698,POSITIVE
3699,NEUTRAL
3700,POSITIVE
3701,NEGATIVE
3702,NEGATIVE
3703,NEGATIVE
3704,POSITIVE
3705,NEUTRAL
3706,NEGATIVE
3707,NEGATIVE
3708,NEGATIVE
3709,NEGATIVE
3710,POSITIVE
3711,POSITIVE
3712,NEGATIVE
3713,NEGATIVE
3714,NEUTRAL
3715,NEUTRAL
3716,NEGATIVE
3717,NEGATIVE
3718,NEGATIVE
3719,NEUTRAL
3720,NEUTRAL
3721,POSITIVE
3722,NEGATIVE
3723,NEGATIVE
3724,NEGATIVE
3725,POSITIVE
3726,POSITIVE
3727,NEGATIVE
3728,NEGATIVE
3729,NEUTRAL
3730,NEGATIVE
3731,NEGATIVE
3732,POSITIVE
3733,POSITIVE
3734,NEGATIVE
3735,NEGATIVE
3736,NEGATIVE
3737,POSITIVE
3738,NEGATIVE
3739,POSITIVE
3740,NEUTRAL
3741,POSITIVE
3742,POSITIVE
3743,NEGATIVE
3744,NEUTRAL
3745,POSITIVE
3746,NEGATIVE
3747,NEGATIVE
3748,NEGATIVE
3749,NEGATIVE
3750,NEUTRAL
3751,NEGATIVE
3752,NEGATIVE
3753,NEUTRAL
3754,NEUTRAL
3755,NEGATIVE
3756,POSITIVE
3757,NEUTRAL
3758,POSITIVE
3759,NEGATIVE
3760,NEUTRAL
3761,NEGATIVE
3762,NEGATIVE
3763,NEGATIVE
3764,NEGATIVE
3765,NEGATIVE
3766,POSITIVE
3767,NEUTRAL
3768,NEGATIVE
3769,NEUTRAL
3770,NEGATIVE
3771,NEGATIVE
3772,POSITIVE
3773,NEGATIVE
3774,POSITIVE
3775,NEGATIVE
3776,NEGATIVE
3777,NEGATIVE
3778,POSITIVE
3779,NEGATIVE
3780,POSITIVE
3781,POSITIVE
3782,NEUTRAL
3783,NEGATIVE
3784,POSITIVE
3785,NEUTRAL
3786,NEGATIVE
3787,NEGATIVE
3788,POSITIVE
3789,NEUTRAL
3790,POSITIVE
3791,NEGATIVE
3792,NEGATIVE
3793,NEGATIVE
3794,POSITIVE
3795,NEUTRAL
3796,NEUTRAL
3797,NEUTRAL
3798,NEGATIVE
3799,NEGATIVE
3800,NEUTRAL
3801,NEUTRAL
3802,NEUTRAL
3803,NEGATIVE
3804,NEGATIVE
3805,NEUTRAL
3806,NEGATIVE
3807,NEGATIVE
3808,NEGATIVE
3809,NEGATIVE
3810,POSITIVE
3811,POSITIVE
3812,NEGATIVE
3813,NEGATIVE
3814,NEUTRAL
3815,POSITIVE
3816,POSITIVE
3817,NEUTRAL
3818,POSITIVE
3819,NEGATIVE
3820,POSITIVE
3821,POSITIVE
3822,NEGATIVE
3823,POSITIVE
3824,NEGATIVE
3825,NEGATIVE
3826,NEGATIVE
3827,NEGATIVE
3828,NEGATIVE
3829,NEGATIVE
3830,NEUTRAL
3831,POSITIVE
3832,NEUTRAL
3833,NEGATIVE
3834,POSITIVE
3835,NEGATIVE
3836,NEGATIVE
3837,NEGATIVE
3838,NEGATIVE
3839,NEGATIVE
3840,NEGATIVE
3841,NEGATIVE
3842,POSITIVE
3843,NEGATIVE
3844,NEGATIVE
3845,NEUTRAL
3846,NEGATIVE
3847,NEGATIVE
3848,NEGATIVE
3849,NEGATIVE
3850,NEUTRAL
3851,NEGATIVE
3852,POSITIVE
3853,NEGATIVE
3854,NEGATIVE
3855,NEGATIVE
3856,NEUTRAL
3857,NEGATIVE
3858,NEGATIVE
3859,NEGATIVE
3860,NEUTRAL
3861,POSITIVE
3862,NEUTRAL
3863,NEUTRAL
3864,NEGATIVE
3865,NEGATIVE
3866,POSITIVE
3867,NEGATIVE
3868,POSITIVE
3869,NEGATIVE
3870,NEGATIVE
3871,NEGATIVE
3872,NEGATIVE
3873,NEGATIVE
3874,NEGATIVE
3875,NEUTRAL
3876,POSITIVE
3877,NEUTRAL
3878,POSITIVE
3879,POSITIVE
3880,NEUTRAL
3881,NEGATIVE
3882,POSITIVE
3883,NEGATIVE
3884,POSITIVE
3885,POSITIVE
3886,NEGATIVE
3887,NEGATIVE
3888,NEUTRAL
3889,POSITIVE
3890,NEGATIVE
3891,NEUTRAL
3892,NEGATIVE
3893,POSITIVE
3894,NEGATIVE
3895,POSITIVE
3896,POSITIVE
3897,POSITIVE
3898,NEGATIVE
3899,NEGATIVE
3900,NEGATIVE
3901,NEUTRAL
3902,NEGATIVE
3903,NEGATIVE
3904,NEGATIVE
3905,NEGATIVE
3906,NEUTRAL
3907,NEGATIVE
3908,NEGATIVE
3909,POSITIVE
3910,POSITIVE
3911,NEGATIVE
3912,NEGATIVE
3913,NEUTRAL
3914,POSITIVE
3915,NEGATIVE
3916,NEGATIVE
3917,NEUTRAL
3918,POSITIVE
3919,NEGATIVE
3920,NEUTRAL
3921,POSITIVE
3922,NEGATIVE
3923,NEUTRAL
3924,NEGATIVE
3925,POSITIVE
3926,NEGATIVE
3927,NEGATIVE
3928,NEGATIVE
3929,POSITIVE
3930,NEUTRAL
3931,NEGATIVE
3932,NEGATIVE
3933,NEUTRAL
3934,POSITIVE
3935,NEGATIVE
3936,NEGATIVE
3937,NEGATIVE
3938,NEGATIVE
3939,NEGATIVE
3940,NEUTRAL
3941,NEGATIVE
3942,NEGATIVE
3943,NEUTRAL
3944,POSITIVE
3945,POSITIVE
3946,NEGATIVE
3947,NEGATIVE
3948,NEGATIVE
3949,POSITIVE
3950,NEGATIVE
3951,NEGATIVE
3952,NEGATIVE
3953,NEUTRAL
3954,POSITIVE
3955,NEGATIVE
3956,NEGATIVE
3957,NEUTRAL
3958,NEGATIVE
3959,POSITIVE
3960,NEGATIVE
3961,NEUTRAL
3962,NEUTRAL
3963,NEGATIVE
3964,NEGATIVE
3965,NEGATIVE
3966,NEUTRAL
3967,POSITIVE
3968,NEGATIVE
3969,POSITIVE
3970,NEGATIVE
3971,NEGATIVE
3972,NEGATIVE
3973,NEGATIVE
3974,NEGATIVE
3975,NEUTRAL
3976,NEGATIVE
3977,NEGATIVE
3978,NEGATIVE
3979,NEGATIVE
3980,NEUTRAL
3981,NEUTRAL
3982,NEGATIVE
3983,POSITIVE
3984,POSITIVE
3985,NEGATIVE
3986,NEGATIVE
3987,NEGATIVE
3988,NEUTRAL
3989,NEGATIVE
3990,NEGATIVE
3991,POSITIVE
3992,NEGATIVE
3993,NEGATIVE
3994,NEGATIVE
3995,POSITIVE
3996,NEGATIVE
3997,NEUTRAL
3998,NEGATIVE
3999,POSITIVE
4000,POSITIVE
4001,NEUTRAL
4002,NEUTRAL
4003,NEGATIVE
4004,NEUTRAL
4005,POSITIVE
4006,POSITIVE
4007,NEGATIVE
4008,POSITIVE
4009,NEUTRAL
4010,NEGATIVE
4011,POSITIVE
4012,POSITIVE
4013,NEGATIVE
4014,POSITIVE
4015,POSITIVE
4016,NEGATIVE
4017,NEUTRAL
